Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WorkiloTestsuite,,,,2019-07-17 14:35:39,2019-07-17 14:38:53,3m - 14.704s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/WorkiloHomepageVerifyTitle,,,,2019-07-17 14:35:39,2019-07-17 14:35:55,16.017s,PASSED
"System.setProperty(""webdriver.chrome.driver"", ""C:\Users\DAPL-Asset-70\Desktop\BrowserDriver\chromedriver.exe"")",,,,2019-07-17 14:35:40,2019-07-17 14:35:40,0.004s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-07-17 14:35:40,2019-07-17 14:35:43,3.752s,PASSED
window().maximize(),,,,2019-07-17 14:35:43,2019-07-17 14:35:45,1.211s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-07-17 14:35:45,2019-07-17 14:35:51,6.813s,PASSED
actualTitle = driver.getTitle(),,,,2019-07-17 14:35:51,2019-07-17 14:35:51,0.039s,PASSED
"expectedTitle = ""Workilo :: Home Improvement And Renovation Services in Brooklyn by Workilo""",,,,2019-07-17 14:35:51,2019-07-17 14:35:51,0.001s,PASSED
"Assert.assertEquals(actualTitle, expectedTitle, ""Title didn't match."")",,,,2019-07-17 14:35:51,2019-07-17 14:35:51,0.016s,PASSED
Thread.sleep(3000),,,,2019-07-17 14:35:51,2019-07-17 14:35:54,3.006s,PASSED
driver.quit(),,,,2019-07-17 14:35:54,2019-07-17 14:35:55,0.834s,PASSED
,,,,,,,
Test Cases/Workilo/CustomerLoginLogout,,,,2019-07-17 14:35:55,2019-07-17 14:36:18,22.548s,PASSED
"System.setProperty(""webdriver.chrome.driver"", ""C:\Users\DAPL-Asset-70\Desktop\BrowserDriver\chromedriver.exe"")",,,,2019-07-17 14:35:56,2019-07-17 14:35:56,0.002s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-07-17 14:35:56,2019-07-17 14:35:58,2.325s,PASSED
window().maximize(),,,,2019-07-17 14:35:58,2019-07-17 14:35:59,1.158s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-07-17 14:35:59,2019-07-17 14:36:05,6.342s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-07-17 14:36:05,2019-07-17 14:36:05,0.041s,PASSED
"linkText(""Log In"")).click()",,,,2019-07-17 14:36:05,2019-07-17 14:36:06,0.197s,PASSED
Thread.sleep(2000),,,,2019-07-17 14:36:06,2019-07-17 14:36:08,2.001s,PASSED
"id(""email_login"")).sendKeys(""shahbaz.dapl@gmail.com"")",,,,2019-07-17 14:36:08,2019-07-17 14:36:08,0.316s,PASSED
"id(""password_login"")).sendKeys(""admin#123"")",,,,2019-07-17 14:36:08,2019-07-17 14:36:08,0.185s,PASSED
"//*[@value='Log in']"")).click()",,,,2019-07-17 14:36:08,2019-07-17 14:36:08,0.175s,PASSED
Thread.sleep(3000),,,,2019-07-17 14:36:08,2019-07-17 14:36:11,3.001s,PASSED
"linkText(""Log Out"")).click()",,,,2019-07-17 14:36:11,2019-07-17 14:36:13,1.745s,PASSED
Thread.sleep(2000),,,,2019-07-17 14:36:13,2019-07-17 14:36:15,2.002s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2019-07-17 14:36:15,2019-07-17 14:36:15,0.015s,PASSED
build().perform(),,,,2019-07-17 14:36:15,2019-07-17 14:36:15,0.073s,PASSED
Thread.sleep(2000),,,,2019-07-17 14:36:15,2019-07-17 14:36:17,2.000s,PASSED
driver.quit(),,,,2019-07-17 14:36:17,2019-07-17 14:36:18,0.715s,PASSED
,,,,,,,
Test Cases/Workilo/CustomerSignUp,,,,2019-07-17 14:36:18,2019-07-17 14:36:41,22.915s,PASSED
