Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WorkiloTestsuite,,,,2019-07-16 17:53:47,2019-07-16 17:56:16,2m - 29.263s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/WorkiloHomepageVerifyTitle,,,,2019-07-16 17:53:47,2019-07-16 17:54:02,15.264s,PASSED
"System.setProperty(""webdriver.chrome.driver"", ""C:\Users\DAPL-Asset-70\Desktop\BrowserDriver\chromedriver.exe"")",,,,2019-07-16 17:53:47,2019-07-16 17:53:47,0.004s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-07-16 17:53:47,2019-07-16 17:53:51,3.639s,PASSED
window().maximize(),,,,2019-07-16 17:53:51,2019-07-16 17:53:52,1.209s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-07-16 17:53:52,2019-07-16 17:53:58,6.280s,PASSED
actualTitle = driver.getTitle(),,,,2019-07-16 17:53:58,2019-07-16 17:53:59,0.033s,PASSED
"expectedTitle = ""Workilo :: Home Improvement And Renovation Services in Brooklyn by Workilo""",,,,2019-07-16 17:53:59,2019-07-16 17:53:59,0.002s,PASSED
"Assert.assertEquals(actualTitle, expectedTitle, ""Title didn't match."")",,,,2019-07-16 17:53:59,2019-07-16 17:53:59,0.019s,PASSED
Thread.sleep(3000),,,,2019-07-16 17:53:59,2019-07-16 17:54:02,3.007s,PASSED
driver.quit(),,,,2019-07-16 17:54:02,2019-07-16 17:54:02,0.706s,PASSED
,,,,,,,
Test Cases/Workilo/CustomerLoginLogout,,,,2019-07-16 17:54:02,2019-07-16 17:54:25,22.448s,PASSED
"System.setProperty(""webdriver.chrome.driver"", ""C:\Users\DAPL-Asset-70\Desktop\BrowserDriver\chromedriver.exe"")",,,,2019-07-16 17:54:03,2019-07-16 17:54:03,0.001s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-07-16 17:54:03,2019-07-16 17:54:05,2.337s,PASSED
window().maximize(),,,,2019-07-16 17:54:05,2019-07-16 17:54:06,1.169s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-07-16 17:54:06,2019-07-16 17:54:12,5.879s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-07-16 17:54:12,2019-07-16 17:54:12,0.040s,PASSED
"linkText(""Log In"")).click()",,,,2019-07-16 17:54:12,2019-07-16 17:54:12,0.266s,PASSED
Thread.sleep(2000),,,,2019-07-16 17:54:12,2019-07-16 17:54:14,2.001s,PASSED
