Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Listing,,,,2019-08-17 21:23:53,2019-08-17 21:25:34,1m - 41.125s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/Listing/Add Listing/AddListing,,,,2019-08-17 21:23:54,2019-08-17 21:24:34,40.856s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-17 21:23:55,2019-08-17 21:23:55,0.011s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-17 21:23:55,2019-08-17 21:23:59,4.110s,PASSED
window().maximize(),,,,2019-08-17 21:23:59,2019-08-17 21:24:00,1.207s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-08-17 21:24:00,2019-08-17 21:24:21,20.689s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-08-17 21:24:21,2019-08-17 21:24:21,0.024s,PASSED
"linkText(""Log In"")).click()",,,,2019-08-17 21:24:21,2019-08-17 21:24:21,0.281s,PASSED
Thread.sleep(2000),,,,2019-08-17 21:24:21,2019-08-17 21:24:23,2.014s,PASSED
"id(""email_login"")).sendKeys(""testworkilo@gmail.com"")",,,,2019-08-17 21:24:23,2019-08-17 21:24:23,0.222s,PASSED
"id(""password_login"")).sendKeys(""admin#123"")",,,,2019-08-17 21:24:23,2019-08-17 21:24:24,0.141s,PASSED
"//*[@value='Log in']"")).click()",,,,2019-08-17 21:24:24,2019-08-17 21:24:24,0.153s,PASSED
Thread.sleep(3000),,,,2019-08-17 21:24:24,2019-08-17 21:24:27,3.004s,PASSED
"xpath(""/html/body/header/div/span[1]"")).click()",,,,2019-08-17 21:24:27,2019-08-17 21:24:27,0.124s,PASSED
Thread.sleep(2000),,,,2019-08-17 21:24:27,2019-08-17 21:24:29,2.001s,PASSED
"xpath(""/html/body/div[4]/div/div[1]/ul/li[4]/a"")).click()",,,,2019-08-17 21:24:29,2019-08-17 21:24:31,2.655s,PASSED
"name(""title"")).sendKeys(""Home Appliances"")",,,,2019-08-17 21:24:31,2019-08-17 21:24:32,0.203s,PASSED
category = new org.openqa.selenium.support.ui.Select(driver.findElement(org.openqa.selenium.By.id(category))),,,,2019-08-17 21:24:32,2019-08-17 21:24:32,0.121s,PASSED
"category.selectByValue(""80"")",,,,2019-08-17 21:24:32,2019-08-17 21:24:32,0.232s,PASSED
"xpath(""//*[@id='tags']/input[1]"")).sendKeys(""Repairing"")",,,,2019-08-17 21:24:32,2019-08-17 21:24:32,0.147s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2019-08-17 21:24:32,2019-08-17 21:24:32,0.013s,PASSED
build().perform(),,,,2019-08-17 21:24:32,2019-08-17 21:24:32,0.087s,PASSED
"xpath(""//*[@id='tags']/input[1]"")).sendKeys(""Installing"")",,,,2019-08-17 21:24:32,2019-08-17 21:24:32,0.188s,PASSED
build().perform(),,,,2019-08-17 21:24:32,2019-08-17 21:24:32,0.024s,PASSED
"description = ""We delivered our service at very low cost. We provide home renovation repairing and installing new things.""",,,,2019-08-17 21:24:32,2019-08-17 21:24:32,0.001s,PASSED
"id(""description"")).sendKeys(description)",,,,2019-08-17 21:24:32,2019-08-17 21:24:33,0.590s,PASSED
"id(""total_price"")).sendKeys(""1"")",,,,2019-08-17 21:24:33,2019-08-17 21:24:33,0.100s,PASSED
"id(""editor2"")).sendKeys(""We provide all the materials which is needed at the time of installation or repairing."")",,,,2019-08-17 21:24:33,2019-08-17 21:24:34,0.515s,PASSED
travel = new org.openqa.selenium.support.ui.Select(driver.findElement(org.openqa.selenium.By.id(miles_travel))),,,,2019-08-17 21:24:34,2019-08-17 21:24:34,0.057s,PASSED
"travel.selectByValue(""5"")",,,,2019-08-17 21:24:34,2019-08-17 21:24:34,0.122s,PASSED
"id(""where_located"")).sendKeys(""New York City"")",,,,2019-08-17 21:24:34,2019-08-17 21:24:34,0.205s,PASSED
"id(""manyhours"")).sendKeys(""8"")",,,,2019-08-17 21:24:34,2019-08-17 21:24:34,0.096s,PASSED
"name(""about_listing"")).sendKeys(""test@gmail.com"")",,,,2019-08-17 21:24:34,2019-08-17 21:24:34,0.183s,PASSED
"id(""img_up_1"")).sendKeys(""C:\Users\DAPL-Asset-70\Desktop\Openpay Logo\subcategory1_34.jpg"")",,,,2019-08-17 21:24:34,2019-08-17 21:24:34,0.070s,PASSED
,,,,,,,
Test Cases/Workilo/Listing/Edit Listing/EditListing,,,,2019-08-17 21:24:34,2019-08-17 21:25:34,59.671s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-17 21:24:35,2019-08-17 21:24:35,0.002s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-17 21:24:35,2019-08-17 21:24:37,2.347s,PASSED
window().maximize(),,,,2019-08-17 21:24:37,2019-08-17 21:24:38,1.165s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-08-17 21:24:38,2019-08-17 21:24:48,9.776s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-08-17 21:24:48,2019-08-17 21:24:48,0.008s,PASSED
"linkText(""Log In"")).click()",,,,2019-08-17 21:24:48,2019-08-17 21:24:48,0.149s,PASSED
Thread.sleep(2000),,,,2019-08-17 21:24:48,2019-08-17 21:24:50,2.003s,PASSED
"id(""email_login"")).sendKeys(""testworkilo@gmail.com"")",,,,2019-08-17 21:24:50,2019-08-17 21:24:51,0.265s,PASSED
"id(""password_login"")).sendKeys(""admin#123"")",,,,2019-08-17 21:24:51,2019-08-17 21:24:51,0.255s,PASSED
"//*[@value='Log in']"")).click()",,,,2019-08-17 21:24:51,2019-08-17 21:24:51,0.150s,PASSED
Thread.sleep(3000),,,,2019-08-17 21:24:51,2019-08-17 21:24:54,3.002s,PASSED
"xpath(""/html/body/header/div/span[1]"")).click()",,,,2019-08-17 21:24:54,2019-08-17 21:24:54,0.124s,PASSED
Thread.sleep(2000),,,,2019-08-17 21:24:54,2019-08-17 21:24:56,2.002s,PASSED
"xpath(""/html/body/div[4]/div/div[3]/ul/li[1]/a"")).click()",,,,2019-08-17 21:24:56,2019-08-17 21:24:58,1.979s,PASSED
js = driver,,,,2019-08-17 21:24:58,2019-08-17 21:24:58,0.002s,PASSED
"js.executeScript(""window.scrollBy(0,500)"")",,,,2019-08-17 21:24:58,2019-08-17 21:24:58,0.027s,PASSED
