Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WorkiloTestsuite,,,,2019-07-17 14:30:56,2019-07-17 14:34:07,3m - 10.596s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/WorkiloHomepageVerifyTitle,,,,2019-07-17 14:30:57,2019-07-17 14:31:14,16.791s,PASSED
"System.setProperty(""webdriver.chrome.driver"", ""C:\Users\DAPL-Asset-70\Desktop\BrowserDriver\chromedriver.exe"")",,,,2019-07-17 14:30:57,2019-07-17 14:30:57,0.003s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-07-17 14:30:57,2019-07-17 14:31:01,3.800s,PASSED
window().maximize(),,,,2019-07-17 14:31:01,2019-07-17 14:31:02,1.220s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-07-17 14:31:02,2019-07-17 14:31:10,7.651s,PASSED
actualTitle = driver.getTitle(),,,,2019-07-17 14:31:10,2019-07-17 14:31:10,0.044s,PASSED
"expectedTitle = ""Workilo :: Home Improvement And Renovation Services in Brooklyn by Workilo""",,,,2019-07-17 14:31:10,2019-07-17 14:31:10,0.001s,PASSED
"Assert.assertEquals(actualTitle, expectedTitle, ""Title didn't match."")",,,,2019-07-17 14:31:10,2019-07-17 14:31:10,0.011s,PASSED
Thread.sleep(3000),,,,2019-07-17 14:31:10,2019-07-17 14:31:13,3.033s,PASSED
driver.quit(),,,,2019-07-17 14:31:13,2019-07-17 14:31:14,0.721s,PASSED
,,,,,,,
Test Cases/Workilo/CustomerLoginLogout,,,,2019-07-17 14:31:14,2019-07-17 14:31:37,23.036s,PASSED
"System.setProperty(""webdriver.chrome.driver"", ""C:\Users\DAPL-Asset-70\Desktop\BrowserDriver\chromedriver.exe"")",,,,2019-07-17 14:31:14,2019-07-17 14:31:14,0.001s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-07-17 14:31:14,2019-07-17 14:31:16,2.519s,PASSED
window().maximize(),,,,2019-07-17 14:31:16,2019-07-17 14:31:17,1.172s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-07-17 14:31:17,2019-07-17 14:31:24,6.821s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-07-17 14:31:24,2019-07-17 14:31:24,0.030s,PASSED
"linkText(""Log In"")).click()",,,,2019-07-17 14:31:24,2019-07-17 14:31:24,0.157s,PASSED
Thread.sleep(2000),,,,2019-07-17 14:31:24,2019-07-17 14:31:26,2.001s,PASSED
"id(""email_login"")).sendKeys(""shahbaz.dapl@gmail.com"")",,,,2019-07-17 14:31:26,2019-07-17 14:31:27,0.213s,PASSED
"id(""password_login"")).sendKeys(""admin#123"")",,,,2019-07-17 14:31:27,2019-07-17 14:31:27,0.131s,PASSED
"//*[@value='Log in']"")).click()",,,,2019-07-17 14:31:27,2019-07-17 14:31:27,0.148s,PASSED
Thread.sleep(3000),,,,2019-07-17 14:31:27,2019-07-17 14:31:30,3.001s,PASSED
"linkText(""Log Out"")).click()",,,,2019-07-17 14:31:30,2019-07-17 14:31:32,1.763s,PASSED
Thread.sleep(2000),,,,2019-07-17 14:31:32,2019-07-17 14:31:34,2.002s,PASSED
action = new org.openqa.selenium.interactions.Actions(driver),,,,2019-07-17 14:31:34,2019-07-17 14:31:34,0.013s,PASSED
build().perform(),,,,2019-07-17 14:31:34,2019-07-17 14:31:34,0.122s,PASSED
Thread.sleep(2000),,,,2019-07-17 14:31:34,2019-07-17 14:31:36,2.000s,PASSED
driver.quit(),,,,2019-07-17 14:31:36,2019-07-17 14:31:37,0.752s,PASSED
,,,,,,,
Test Cases/Workilo/CustomerSignUp,,,,2019-07-17 14:31:37,2019-07-17 14:31:58,21.128s,PASSED
"System.setProperty(""webdriver.chrome.driver"", ""C:\Users\DAPL-Asset-70\Desktop\BrowserDriver\chromedriver.exe"")",,,,2019-07-17 14:31:37,2019-07-17 14:31:37,0.001s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-07-17 14:31:37,2019-07-17 14:31:39,2.343s,PASSED
window().maximize(),,,,2019-07-17 14:31:39,2019-07-17 14:31:40,1.202s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-07-17 14:31:40,2019-07-17 14:31:47,6.159s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-07-17 14:31:47,2019-07-17 14:31:47,0.038s,PASSED
"linkText(""Sign Up"")).click()",,,,2019-07-17 14:31:47,2019-07-17 14:31:47,0.159s,PASSED
Thread.sleep(2000),,,,2019-07-17 14:31:47,2019-07-17 14:31:49,2.001s,PASSED
"xpath(""//*[text()='Customer']"")).click()",,,,2019-07-17 14:31:49,2019-07-17 14:31:49,0.134s,PASSED
