Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Listing,,,,2019-08-17 21:19:40,2019-08-17 21:20:19,39.482s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/Listing/Add Listing/AddListing,,,,2019-08-17 21:19:40,2019-08-17 21:20:01,20.564s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-17 21:19:41,2019-08-17 21:19:42,0.045s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-17 21:19:42,2019-08-17 21:19:46,4.048s,PASSED
window().maximize(),,,,2019-08-17 21:19:46,2019-08-17 21:19:47,1.201s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-08-17 21:19:47,2019-08-17 21:19:55,8.012s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-08-17 21:19:55,2019-08-17 21:19:55,0.028s,PASSED
"linkText(""Log In"")).click()",,,,2019-08-17 21:19:55,2019-08-17 21:19:55,0.310s,PASSED
Thread.sleep(2000),,,,2019-08-17 21:19:55,2019-08-17 21:19:57,2.016s,PASSED
"id(""email_login"")).sendKeys(""testworkilo@gmail.com"")",,,,2019-08-17 21:19:57,2019-08-17 21:19:57,0.240s,PASSED
"id(""password_login"")).sendKeys(""admin@123"")",,,,2019-08-17 21:19:57,2019-08-17 21:19:58,0.164s,PASSED
"//*[@value='Log in']"")).click()",,,,2019-08-17 21:19:58,2019-08-17 21:19:58,0.157s,PASSED
Thread.sleep(3000),,,,2019-08-17 21:19:58,2019-08-17 21:20:01,3.003s,PASSED
"xpath(""/html/body/header/div/div[2]/ul/li[1]/a"")).click()",,,,2019-08-17 21:20:01,2019-08-17 21:20:01,0.116s,PASSED
,,,,,,,
Test Cases/Workilo/Listing/Edit Listing/EditListing,,,,2019-08-17 21:20:01,2019-08-17 21:20:19,18.308s,ERROR
"System.setProperty(""webdriver.chrome.driver"", chromePath)",,,,2019-08-17 21:20:01,2019-08-17 21:20:01,0.005s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-08-17 21:20:01,2019-08-17 21:20:04,2.432s,PASSED
window().maximize(),,,,2019-08-17 21:20:04,2019-08-17 21:20:05,1.143s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-08-17 21:20:05,2019-08-17 21:20:13,8.269s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-08-17 21:20:13,2019-08-17 21:20:13,0.012s,PASSED
"linkText(""Log In"")).click()",,,,2019-08-17 21:20:13,2019-08-17 21:20:13,0.162s,PASSED
Thread.sleep(2000),,,,2019-08-17 21:20:13,2019-08-17 21:20:15,2.002s,PASSED
"id(""email_login"")).sendKeys(""testworkilo@gmail.com"")",,,,2019-08-17 21:20:15,2019-08-17 21:20:16,0.275s,PASSED
"id(""password_login"")).sendKeys(""admin@123"")",,,,2019-08-17 21:20:16,2019-08-17 21:20:16,0.175s,PASSED
"//*[@value='Log in']"")).click()",,,,2019-08-17 21:20:16,2019-08-17 21:20:16,0.166s,PASSED
Thread.sleep(3000),,,,2019-08-17 21:20:16,2019-08-17 21:20:19,3.002s,PASSED
"xpath(""/html/body/header/div/div[2]/ul/li[1]/a"")).click()",,,,2019-08-17 21:20:19,2019-08-17 21:20:19,0.085s,PASSED
