Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
WorkiloTestsuite,,,,2019-07-16 17:49:48,2019-07-16 17:52:17,2m - 29.181s,INCOMPLETE
,,,,,,,
Test Cases/Workilo/WorkiloHomepageVerifyTitle,,,,2019-07-16 17:49:48,2019-07-16 17:50:04,15.772s,PASSED
"System.setProperty(""webdriver.chrome.driver"", ""C:\Users\DAPL-Asset-70\Desktop\BrowserDriver\chromedriver.exe"")",,,,2019-07-16 17:49:49,2019-07-16 17:49:49,0.027s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-07-16 17:49:49,2019-07-16 17:49:53,3.844s,PASSED
window().maximize(),,,,2019-07-16 17:49:53,2019-07-16 17:49:54,1.311s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-07-16 17:49:54,2019-07-16 17:50:00,6.227s,PASSED
actualTitle = driver.getTitle(),,,,2019-07-16 17:50:00,2019-07-16 17:50:00,0.027s,PASSED
"expectedTitle = ""Workilo :: Home Improvement And Renovation Services in Brooklyn by Workilo""",,,,2019-07-16 17:50:00,2019-07-16 17:50:00,0.002s,PASSED
"Assert.assertEquals(actualTitle, expectedTitle, ""Title didn't match."")",,,,2019-07-16 17:50:00,2019-07-16 17:50:00,0.013s,PASSED
Thread.sleep(3000),,,,2019-07-16 17:50:00,2019-07-16 17:50:03,3.008s,PASSED
driver.quit(),,,,2019-07-16 17:50:03,2019-07-16 17:50:04,0.714s,PASSED
,,,,,,,
Test Cases/Workilo/CustomerLoginLogout,,,,2019-07-16 17:50:04,2019-07-16 17:50:27,22.732s,PASSED
"System.setProperty(""webdriver.chrome.driver"", ""C:\Users\DAPL-Asset-70\Desktop\BrowserDriver\chromedriver.exe"")",,,,2019-07-16 17:50:04,2019-07-16 17:50:04,0.002s,PASSED
driver = new org.openqa.selenium.chrome.ChromeDriver(),,,,2019-07-16 17:50:04,2019-07-16 17:50:07,2.521s,PASSED
window().maximize(),,,,2019-07-16 17:50:07,2019-07-16 17:50:08,1.240s,PASSED
"driver.get(""http://workilo.com"")",,,,2019-07-16 17:50:08,2019-07-16 17:50:14,6.024s,PASSED
"timeouts().implicitlyWait(30, SECONDS)",,,,2019-07-16 17:50:14,2019-07-16 17:50:14,0.072s,PASSED
"linkText(""Log In"")).click()",,,,2019-07-16 17:50:14,2019-07-16 17:50:14,0.190s,PASSED
Thread.sleep(2000),,,,2019-07-16 17:50:14,2019-07-16 17:50:16,2.001s,PASSED
"id(""email_login"")).sendKeys(""shahbaz.dapl@gmail.com"")",,,,2019-07-16 17:50:16,2019-07-16 17:50:17,0.250s,PASSED
"id(""password_login"")).sendKeys(""admin#123"")",,,,2019-07-16 17:50:17,2019-07-16 17:50:17,0.140s,PASSED
"//*[@value='Log in']"")).click()",,,,2019-07-16 17:50:17,2019-07-16 17:50:17,0.171s,PASSED
Thread.sleep(3000),,,,2019-07-16 17:50:17,2019-07-16 17:50:20,3.001s,PASSED
